,ATAC-seq,DNase-seq,H2AFZ,H2AK5ac,H2AK9ac,H2BK120ac,H2BK12ac,H2BK15ac,H2BK20ac,H2BK5ac,H3F3A,H3K14ac,H3K18ac,H3K23ac,H3K23me2,H3K27ac,H3K27me3,H3K36me3,H3K4ac,H3K4me1,H3K4me2,H3K4me3,H3K56ac,H3K79me1,H3K79me2,H3K9ac,H3K9me1,H3K9me2,H3K9me3,H3T11ph,H4K12ac,H4K20me1,H4K5ac,H4K8ac,H4K91ac
H3F3A,0.0,0.25,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.625,0.875,0.0,0.625,0.6666666666666666,0.7083333333333334,0.0,0.0,0.75,0.625,0.0,0.7083333333333334,0.75,0.0,0.0,0.9166666666666666,0.0,0.0,0.0
H3K14ac,0.0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,1.0,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285
H3K18ac,0.0,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.0,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.5555555555555556,1.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,0.0,0.5555555555555556,0.0,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444,0.1111111111111111
H3K23ac,0.0,0.1,0.1,0.5,0.0,0.4,0.2,0.3,0.3,0.3,0.0,0.4,0.4,1.0,0.1,0.3,0.3,0.3,0.3,0.1,0.5,0.5,0.2,0.3,0.1,0.5,0.2,0.0,0.7,0.0,0.0,0.0,0.3,0.4,0.0
H3K23me2,0.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5
H3K27ac,0.16115702479338842,0.23553719008264462,0.23140495867768596,0.028925619834710745,0.004132231404958678,0.0,0.008264462809917356,0.004132231404958678,0.004132231404958678,0.03305785123966942,0.07024793388429752,0.004132231404958678,0.004132231404958678,0.012396694214876033,0.004132231404958678,1.0,0.8347107438016529,0.8388429752066116,0.004132231404958678,0.8677685950413223,0.3512396694214876,0.9090909090909091,0.008264462809917356,0.02066115702479339,0.23553719008264462,0.384297520661157,0.02066115702479339,0.07024793388429752,0.7231404958677686,0.0,0.0,0.3347107438016529,0.012396694214876033,0.012396694214876033,0.0
H3K27me3,0.1003584229390681,0.25089605734767023,0.1971326164874552,0.025089605734767026,0.0,0.007168458781362007,0.007168458781362007,0.014336917562724014,0.0035842293906810036,0.017921146953405017,0.053763440860215055,0.007168458781362007,0.021505376344086023,0.010752688172043012,0.007168458781362007,0.7240143369175627,1.0,0.8960573476702509,0.007168458781362007,0.8458781362007168,0.3225806451612903,0.9283154121863799,0.0,0.021505376344086023,0.2114695340501792,0.3763440860215054,0.017921146953405017,0.05017921146953405,0.7992831541218638,0.0,0.0,0.2903225806451613,0.010752688172043012,0.0035842293906810036,0.0035842293906810036
H3K36me3,0.0975609756097561,0.24738675958188153,0.20905923344947736,0.0313588850174216,0.003484320557491289,0.006968641114982578,0.013937282229965157,0.003484320557491289,0.003484320557491289,0.03484320557491289,0.07317073170731707,0.010452961672473868,0.010452961672473868,0.010452961672473868,0.003484320557491289,0.7073170731707317,0.8710801393728222,1.0,0.010452961672473868,0.8571428571428571,0.313588850174216,0.9163763066202091,0.006968641114982578,0.017421602787456445,0.21602787456445993,0.397212543554007,0.017421602787456445,0.0627177700348432,0.8327526132404182,0.0,0.006968641114982578,0.289198606271777,0.010452961672473868,0.017421602787456445,0.0
H3K4ac,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,1.0,0.4444444444444444,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333
H3K4me1,0.1371841155234657,0.19855595667870035,0.20938628158844766,0.02527075812274368,0.0,0.007220216606498195,0.01444043321299639,0.007220216606498195,0.0036101083032490976,0.02527075812274368,0.05415162454873646,0.01444043321299639,0.021660649819494584,0.0036101083032490976,0.007220216606498195,0.7581227436823105,0.851985559566787,0.8880866425992779,0.01444043321299639,1.0,0.3249097472924188,0.927797833935018,0.0,0.021660649819494584,0.21660649819494585,0.3935018050541516,0.018050541516245487,0.04693140794223827,0.8014440433212996,0.0,0.007220216606498195,0.2851985559566787,0.010830324909747292,0.010830324909747292,0.0036101083032490976
H3K4me2,0.03,0.11,0.54,0.07,0.0,0.0,0.01,0.01,0.01,0.07,0.16,0.01,0.03,0.05,0.01,0.85,0.9,0.9,0.0,0.9,1.0,0.95,0.02,0.05,0.56,0.85,0.0,0.13,0.8,0.0,0.0,0.74,0.05,0.03,0.0
H3K4me3,0.12987012987012986,0.24025974025974026,0.20454545454545456,0.022727272727272728,0.0,0.0,0.003246753246753247,0.003246753246753247,0.003246753246753247,0.022727272727272728,0.05519480519480519,0.003246753246753247,0.00974025974025974,0.016233766233766232,0.003246753246753247,0.7142857142857143,0.8409090909090909,0.8538961038961039,0.003246753246753247,0.8344155844155844,0.30844155844155846,1.0,0.006493506493506494,0.016233766233766232,0.19480519480519481,0.38636363636363635,0.016233766233766232,0.05519480519480519,0.7597402597402597,0.0,0.0,0.25,0.016233766233766232,0.00974025974025974,0.0
H3K56ac,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
H3K79me1,0.0,0.2,0.1,0.5,0.0,0.2,0.2,0.4,0.3,0.5,0.0,0.4,0.2,0.3,0.2,0.5,0.6,0.5,0.3,0.6,0.5,0.5,0.0,1.0,0.6,0.5,0.2,0.0,0.3,0.0,0.0,0.0,0.1,0.3,0.3
H3K79me2,0.013157894736842105,0.15789473684210525,0.8552631578947368,0.06578947368421052,0.0,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.013157894736842105,0.06578947368421052,0.23684210526315788,0.05263157894736842,0.05263157894736842,0.013157894736842105,0.02631578947368421,0.75,0.7763157894736842,0.8157894736842105,0.039473684210526314,0.7894736842105263,0.7368421052631579,0.7894736842105263,0.0,0.07894736842105263,1.0,0.7368421052631579,0.02631578947368421,0.23684210526315788,0.7105263157894737,0.0,0.02631578947368421,0.7105263157894737,0.013157894736842105,0.06578947368421052,0.039473684210526314
H3K9ac,0.03937007874015748,0.12598425196850394,0.4251968503937008,0.05511811023622047,0.007874015748031496,0.0,0.015748031496062992,0.007874015748031496,0.007874015748031496,0.06299212598425197,0.11811023622047244,0.007874015748031496,0.007874015748031496,0.03937007874015748,0.007874015748031496,0.7322834645669292,0.8267716535433071,0.8976377952755905,0.0,0.8582677165354331,0.6692913385826772,0.937007874015748,0.015748031496062992,0.03937007874015748,0.4409448818897638,1.0,0.03937007874015748,0.11023622047244094,0.8267716535433071,0.0,0.0,0.5590551181102362,0.023622047244094488,0.023622047244094488,0.0
H3K9me1,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.0,0.7142857142857143,0.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,1.0,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.0,0.0
H3K9me2,0.0,0.19230769230769232,0.8846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6538461538461539,0.0,0.0,0.0,0.0,0.6538461538461539,0.5384615384615384,0.6923076923076923,0.0,0.5,0.5,0.6538461538461539,0.0,0.0,0.6923076923076923,0.5384615384615384,0.0,1.0,0.8461538461538461,0.0,0.0,0.8076923076923077,0.0,0.0,0.0
H3K9me3,0.10606060606060606,0.2196969696969697,0.2159090909090909,0.026515151515151516,0.0,0.007575757575757576,0.003787878787878788,0.011363636363636364,0.003787878787878788,0.01893939393939394,0.06818181818181818,0.003787878787878788,0.01893939393939394,0.026515151515151516,0.003787878787878788,0.6628787878787878,0.8446969696969697,0.9053030303030303,0.003787878787878788,0.8409090909090909,0.30303030303030304,0.8863636363636364,0.007575757575757576,0.011363636363636364,0.20454545454545456,0.3977272727272727,0.007575757575757576,0.08333333333333333,1.0,0.0,0.0,0.2840909090909091,0.01893939393939394,0.011363636363636364,0.0
H3T11ph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4K12ac,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
H4K20me1,0.010526315789473684,0.10526315789473684,0.5894736842105263,0.021052631578947368,0.0,0.021052631578947368,0.0,0.021052631578947368,0.0,0.0,0.23157894736842105,0.0,0.0,0.0,0.0,0.8526315789473684,0.8526315789473684,0.8736842105263158,0.021052631578947368,0.8315789473684211,0.7789473684210526,0.8105263157894737,0.042105263157894736,0.0,0.5684210526315789,0.7473684210526316,0.05263157894736842,0.22105263157894736,0.7894736842105263,0.0,0.0,1.0,0.0,0.021052631578947368,0.021052631578947368
H4K5ac,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,0.2,0.6,0.0,0.2,0.6,0.6,0.2,0.6,0.6,0.6,0.0,0.6,1.0,1.0,0.4,0.2,0.2,0.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6,0.0
H4K8ac,0.0,0.1,0.3,0.7,0.0,0.2,0.4,0.5,0.1,0.5,0.0,0.4,0.4,0.4,0.1,0.3,0.1,0.5,0.3,0.3,0.3,0.3,0.4,0.3,0.5,0.3,0.0,0.0,0.3,0.0,0.2,0.2,0.3,1.0,0.2
H4K91ac,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.6,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.6,0.2,0.0,0.0,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,1.0
